District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
Bristol School District,0170011,English Language Learners (EL),English Learners,336,55.7,336,52.5,N/A,N/A
Bristol School District,0170011,English Language Learners (EL),Not English Learners,3741,66.6,3728,60.5,N/A,N/A
Bristol School District,0170011,Gender,Female,1998,68.4,1991,60.6,N/A,N/A
Bristol School District,0170011,Gender,Male,2079,63,2073,59.2,N/A,N/A
Bristol School District,0170011,Grade,3,539,67.1,539,61.4,N/A,N/A
Bristol School District,0170011,Grade,4,546,70.3,541,67.1,N/A,N/A
Bristol School District,0170011,Grade,5,602,67.1,602,64.2,N/A,N/A
Bristol School District,0170011,Grade,6,589,67.1,588,60.6,N/A,N/A
Bristol School District,0170011,Grade,7,652,68.4,649,57.5,N/A,N/A
Bristol School District,0170011,Grade,8,587,65.7,583,57.6,N/A,N/A
Bristol School District,0170011,Grade,11,562,53.7,562,51.2,N/A,N/A
Bristol School District,0170011,"High Needs (F/R, EL or SWD)",High Needs,2387,59.4,2377,53.2,N/A,N/A
Bristol School District,0170011,"High Needs (F/R, EL or SWD)",Not High Needs,1690,74.6,1687,69.3,N/A,N/A
Bristol School District,0170011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,2064,60.2,2056,54.1,N/A,N/A
Bristol School District,0170011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,2013,71.3,2008,65.8,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,Asian,157,71.8,157,68.6,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,Black or African American,283,60.5,282,53.6,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,Hispanic or Latino,1144,59.1,1138,52.6,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,Two or More Races,132,64.5,132,57.3,N/A,N/A
Bristol School District,0170011,Race/Ethnicity,White,2353,69.2,2347,63.7,N/A,N/A
Bristol School District,0170011,Special Education Status (SWD),Students with Disabilities,769,47.4,763,40.5,N/A,N/A
Bristol School District,0170011,Special Education Status (SWD),Students without Disabilities,3308,69.9,3301,64.3,N/A,N/A
Brookfield School District,0180011,All Students,District,1337,73.1,1334,68.9,N/A,N/A
Brookfield School District,0180011,English Language Learners (EL),English Learners,66,66.7,66,64.1,N/A,N/A
Brookfield School District,0180011,English Language Learners (EL),Not English Learners,1271,73.4,1268,69.1,N/A,N/A
Brookfield School District,0180011,Gender,Female,659,75.6,657,68.4,N/A,N/A
Brookfield School District,0180011,Gender,Male,678,70.7,677,69.3,N/A,N/A
Brookfield School District,0180011,Grade,3,154,72.6,154,66.6,N/A,N/A
Brookfield School District,0180011,Grade,4,167,75,167,70.7,N/A,N/A
Brookfield School District,0180011,Grade,5,186,74.4,186,69,N/A,N/A
Brookfield School District,0180011,Grade,6,219,75.3,218,71,N/A,N/A
Brookfield School District,0180011,Grade,7,199,75.5,199,71.9,N/A,N/A
Brookfield School District,0180011,Grade,8,209,73.3,207,69.4,N/A,N/A
Brookfield School District,0180011,Grade,11,203,65.8,203,63.2,N/A,N/A
Brookfield School District,0180011,"High Needs (F/R, EL or SWD)",High Needs,394,62.6,394,57.2,N/A,N/A
Brookfield School District,0180011,"High Needs (F/R, EL or SWD)",Not High Needs,943,77.5,940,73.8,N/A,N/A
Brookfield School District,0180011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,242,66.1,242,60.1,N/A,N/A
Brookfield School District,0180011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1095,74.6,1092,70.8,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,Asian,111,81.8,111,82.3,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,Black or African American,40,66.6,40,62,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,Hispanic or Latino,137,66.9,137,62,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Brookfield School District,0180011,Race/Ethnicity,White,1037,73.1,1034,68.5,N/A,N/A
Brookfield School District,0180011,Special Education Status (SWD),Students with Disabilities,184,52.5,184,47.1,N/A,N/A
Brookfield School District,0180011,Special Education Status (SWD),Students without Disabilities,1153,76.4,1150,72.4,N/A,N/A
Brooklyn School District,0190011,All Students,District,506,74.4,507,64.9,N/A,N/A
Brooklyn School District,0190011,English Language Learners (EL),English Learners,12,*,12,*,N/A,N/A
Brooklyn School District,0190011,English Language Learners (EL),Not English Learners,494,74.5,495,64.9,N/A,N/A
Brooklyn School District,0190011,Gender,Female,251,77,252,64.4,N/A,N/A
Brooklyn School District,0190011,Gender,Male,255,72,255,65.4,N/A,N/A
Brooklyn School District,0190011,Grade,3,75,67.9,75,61.6,N/A,N/A
Brooklyn School District,0190011,Grade,4,93,71.4,93,66.6,N/A,N/A
Brooklyn School District,0190011,Grade,5,64,71.9,64,65.4,N/A,N/A
Brooklyn School District,0190011,Grade,6,85,80.9,85,68.5,N/A,N/A
Brooklyn School District,0190011,Grade,7,109,80.3,110,66.5,N/A,N/A
Brooklyn School District,0190011,Grade,8,79,71.8,79,60,N/A,N/A
Brooklyn School District,0190011,Grade,11,*,*,*,*,N/A,N/A
Brooklyn School District,0190011,"High Needs (F/R, EL or SWD)",High Needs,203,65.3,204,55.4,N/A,N/A
Brooklyn School District,0190011,"High Needs (F/R, EL or SWD)",Not High Needs,303,80.6,303,71.3,N/A,N/A
Brooklyn School District,0190011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,168,66.6,168,56.8,N/A,N/A
Brooklyn School District,0190011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,338,78.3,339,68.9,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,Asian,17,*,17,*,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,Hispanic or Latino,44,65.2,44,55,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,Two or More Races,18,*,18,*,N/A,N/A
Brooklyn School District,0190011,Race/Ethnicity,White,419,75.7,420,66.4,N/A,N/A
Brooklyn School District,0190011,Special Education Status (SWD),Students with Disabilities,70,52.3,71,41.6,N/A,N/A
Brooklyn School District,0190011,Special Education Status (SWD),Students without Disabilities,436,78,436,68.7,N/A,N/A
Canaan School District,0210011,All Students,District,45,73.9,45,65.9,N/A,N/A
Canaan School District,0210011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Canaan School District,0210011,English Language Learners (EL),Not English Learners,43,75.1,43,66.5,N/A,N/A
Canaan School District,0210011,Gender,Female,29,76.2,29,67.4,N/A,N/A
Canaan School District,0210011,Gender,Male,16,*,16,*,N/A,N/A
Canaan School District,0210011,Grade,3,*,*,*,*,N/A,N/A
Canaan School District,0210011,Grade,4,8,*,8,*,N/A,N/A
Canaan School District,0210011,Grade,5,6,*,6,*,N/A,N/A
Canaan School District,0210011,Grade,6,*,*,*,*,N/A,N/A
Canaan School District,0210011,Grade,7,9,*,9,*,N/A,N/A
Canaan School District,0210011,Grade,8,14,*,14,*,N/A,N/A
Canaan School District,0210011,"High Needs (F/R, EL or SWD)",High Needs,12,*,12,*,N/A,N/A
Canaan School District,0210011,"High Needs (F/R, EL or SWD)",Not High Needs,33,80.1,33,72.5,N/A,N/A
Canaan School District,0210011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,8,*,8,*,N/A,N/A
Canaan School District,0210011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,37,76.1,37,69.6,N/A,N/A
Canaan School District,0210011,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
Canaan School District,0210011,Race/Ethnicity,White,40,75.7,40,66.8,N/A,N/A
Canaan School District,0210011,Special Education Status (SWD),Students with Disabilities,*,*,*,*,N/A,N/A
Canaan School District,0210011,Special Education Status (SWD),Students without Disabilities,40,77.1,40,68.9,N/A,N/A
Canterbury School District,0220011,All Students,District,259,68.8,257,61.9,N/A,N/A
Canterbury School District,0220011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Canterbury School District,0220011,English Language Learners (EL),Not English Learners,257,69,255,62,N/A,N/A
Canterbury School District,0220011,Gender,Female,126,73.6,125,64.4,N/A,N/A
Canterbury School District,0220011,Gender,Male,133,64.3,132,59.5,N/A,N/A
Canterbury School District,0220011,Grade,3,42,70.1,42,65.7,N/A,N/A
Canterbury School District,0220011,Grade,4,46,68.5,46,60.9,N/A,N/A
Canterbury School District,0220011,Grade,5,43,68.5,42,60.5,N/A,N/A
Canterbury School District,0220011,Grade,6,36,77.8,36,67.3,N/A,N/A
Canterbury School District,0220011,Grade,7,51,65.7,50,59.4,N/A,N/A
Canterbury School District,0220011,Grade,8,41,64.4,41,58.8,N/A,N/A
Canterbury School District,0220011,"High Needs (F/R, EL or SWD)",High Needs,119,64.4,117,56.9,N/A,N/A
Canterbury School District,0220011,"High Needs (F/R, EL or SWD)",Not High Needs,140,72.6,140,66,N/A,N/A
Canterbury School District,0220011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,102,66.2,100,59.8,N/A,N/A
Canterbury School District,0220011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,157,70.6,157,63.2,N/A,N/A
Canterbury School District,0220011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Canterbury School District,0220011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Canterbury School District,0220011,Race/Ethnicity,Hispanic or Latino,11,*,11,*,N/A,N/A
Canterbury School District,0220011,Race/Ethnicity,Two or More Races,9,*,9,*,N/A,N/A
Canterbury School District,0220011,Race/Ethnicity,White,235,69.1,233,62.3,N/A,N/A
Canterbury School District,0220011,Special Education Status (SWD),Students with Disabilities,33,48.8,31,40.7,N/A,N/A
Canterbury School District,0220011,Special Education Status (SWD),Students without Disabilities,226,71.8,226,64.8,N/A,N/A
Canton School District,0230011,All Students,District,844,76.3,843,72.7,N/A,N/A
Canton School District,0230011,English Language Learners (EL),English Learners,15,*,15,*,N/A,N/A
Canton School District,0230011,English Language Learners (EL),Not English Learners,829,76.4,828,72.8,N/A,N/A
Canton School District,0230011,Gender,Female,418,78.7,417,71.7,N/A,N/A
Canton School District,0230011,Gender,Male,426,74,426,73.8,N/A,N/A
Canton School District,0230011,Grade,3,105,77,105,74.6,N/A,N/A
Canton School District,0230011,Grade,4,109,78.3,109,75.6,N/A,N/A
Canton School District,0230011,Grade,5,121,76,121,71.2,N/A,N/A
Canton School District,0230011,Grade,6,127,78,127,75.8,N/A,N/A
Canton School District,0230011,Grade,7,130,77.6,130,70.5,N/A,N/A
Canton School District,0230011,Grade,8,137,76,136,75,N/A,N/A
Canton School District,0230011,Grade,11,115,71.2,115,66.4,N/A,N/A
Canton School District,0230011,"High Needs (F/R, EL or SWD)",High Needs,191,60.3,190,56.4,N/A,N/A
Canton School District,0230011,"High Needs (F/R, EL or SWD)",Not High Needs,653,81,653,77.5,N/A,N/A
Canton School District,0230011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,118,63.5,117,58.9,N/A,N/A
Canton School District,0230011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,726,78.4,726,74.9,N/A,N/A
Canton School District,0230011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Canton School District,0230011,Race/Ethnicity,Asian,27,81.3,27,75.3,N/A,N/A
Canton School District,0230011,Race/Ethnicity,Black or African American,61,58,60,54,N/A,N/A
Canton School District,0230011,Race/Ethnicity,Hispanic or Latino,57,71.9,57,66.4,N/A,N/A
Canton School District,0230011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Canton School District,0230011,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Canton School District,0230011,Race/Ethnicity,White,689,78,689,74.8,N/A,N/A
Canton School District,0230011,Special Education Status (SWD),Students with Disabilities,91,47.6,90,45.7,N/A,N/A
Canton School District,0230011,Special Education Status (SWD),Students without Disabilities,753,79.8,753,76,N/A,N/A
Chaplin School District,0240011,All Students,District,69,74,69,69.2,N/A,N/A
Chaplin School District,0240011,English Language Learners (EL),Not English Learners,69,74,69,69.2,N/A,N/A
Chaplin School District,0240011,Gender,Female,34,77.4,34,68.8,N/A,N/A
Chaplin School District,0240011,Gender,Male,35,70.6,35,69.5,N/A,N/A
Chaplin School District,0240011,Grade,3,21,73.7,21,71.6,N/A,N/A
Chaplin School District,0240011,Grade,4,11,*,11,*,N/A,N/A
Chaplin School District,0240011,Grade,5,22,73.9,22,66.9,N/A,N/A
Chaplin School District,0240011,Grade,6,15,*,15,*,N/A,N/A
Chaplin School District,0240011,"High Needs (F/R, EL or SWD)",High Needs,27,67.1,27,64.6,N/A,N/A
Chaplin School District,0240011,"High Needs (F/R, EL or SWD)",Not High Needs,42,78.4,42,72.1,N/A,N/A
Chaplin School District,0240011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,25,66.6,25,65.4,N/A,N/A
Chaplin School District,0240011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,44,78.2,44,71.3,N/A,N/A
Chaplin School District,0240011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Chaplin School District,0240011,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
Chaplin School District,0240011,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Chaplin School District,0240011,Race/Ethnicity,White,60,74.9,60,69.3,N/A,N/A
Chaplin School District,0240011,Special Education Status (SWD),Students with Disabilities,6,*,6,*,N/A,N/A
Chaplin School District,0240011,Special Education Status (SWD),Students without Disabilities,63,75,63,70.9,N/A,N/A
Cheshire School District,0250011,All Students,District,2268,78.2,2266,72.9,N/A,N/A
Cheshire School District,0250011,English Language Learners (EL),English Learners,49,66.2,49,62,N/A,N/A
Cheshire School District,0250011,English Language Learners (EL),Not English Learners,2219,78.5,2217,73.1,N/A,N/A
Cheshire School District,0250011,Gender,Female,1137,80.5,1135,72.8,N/A,N/A
Cheshire School District,0250011,Gender,Male,1131,76,1131,72.9,N/A,N/A
Cheshire School District,0250011,Grade,3,264,78.8,264,74.7,N/A,N/A
Cheshire School District,0250011,Grade,4,268,84.6,268,78.8,N/A,N/A
Cheshire School District,0250011,Grade,5,312,83.1,312,79.9,N/A,N/A
Cheshire School District,0250011,Grade,6,301,82.8,300,76.1,N/A,N/A
Cheshire School District,0250011,Grade,7,359,81.5,359,74.1,N/A,N/A
Cheshire School District,0250011,Grade,8,405,75.4,404,66.9,N/A,N/A
Cheshire School District,0250011,Grade,11,359,65,359,63.8,N/A,N/A
Cheshire School District,0250011,"High Needs (F/R, EL or SWD)",High Needs,484,63.4,484,57.7,N/A,N/A
Cheshire School District,0250011,"High Needs (F/R, EL or SWD)",Not High Needs,1784,82.3,1782,77,N/A,N/A
Cheshire School District,0250011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,273,66.4,273,60.4,N/A,N/A
Cheshire School District,0250011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1995,79.9,1993,74.6,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,Asian,232,85.5,232,84.3,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,Black or African American,63,69.9,63,59.9,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,Hispanic or Latino,128,70.3,127,64,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,Two or More Races,35,79.1,35,74.5,N/A,N/A
Cheshire School District,0250011,Race/Ethnicity,White,1806,78.2,1805,72.5,N/A,N/A
Cheshire School District,0250011,Special Education Status (SWD),Students with Disabilities,257,55.5,257,50,N/A,N/A
Cheshire School District,0250011,Special Education Status (SWD),Students without Disabilities,2011,81.2,2009,75.8,N/A,N/A
Chester School District,0260011,All Students,District,110,83,110,78,N/A,N/A
Chester School District,0260011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Chester School District,0260011,English Language Learners (EL),Not English Learners,108,83.4,108,78.4,N/A,N/A
Chester School District,0260011,Gender,Female,58,81.9,58,73.6,N/A,N/A
Chester School District,0260011,Gender,Male,52,84.3,52,82.8,N/A,N/A
Chester School District,0260011,Grade,3,26,81.8,26,88,N/A,N/A
Chester School District,0260011,Grade,4,26,79,26,70.5,N/A,N/A
Chester School District,0260011,Grade,5,29,80.8,29,73.4,N/A,N/A
Chester School District,0260011,Grade,6,29,89.9,29,80.3,N/A,N/A
Chester School District,0260011,"High Needs (F/R, EL or SWD)",High Needs,35,70.4,35,64.1,N/A,N/A
Chester School District,0260011,"High Needs (F/R, EL or SWD)",Not High Needs,75,88.9,75,84.5,N/A,N/A
Chester School District,0260011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,13,*,13,*,N/A,N/A
Chester School District,0260011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,97,84,97,79.1,N/A,N/A
Chester School District,0260011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
